"","Day","Experiment","Table","Cell.Trace","Peak.Intensity.df.F.","Start.Intensity.df.F.","Stop.Intensity.df.F.","Peak.Duration.s.","Duration.To.Peak.s.","Time.To.Decay.s.","Baseline.Intensity.df.F.","#Peaks","Frequency","Frequency [hz]","Differentiation","CVS","Video","#Cells_Video","#Cells_DayExp","#Cells_Day","Condition"
"187","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean7",0.402868811412929,-0.0274306444254031,0.0361049597720976,5.6465,1.473,4.419,0.00472107541479808,14,0.0229132569558101,0.0466666666666667,"LV16","CS1","4",16,100,131,"Day 33"
"188","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_4_070920.csv","Mean8",0.102954073883933,-0.0114868767246358,-0.0057327429463732,2.455,0.982,1.473,-0.00674880746112224,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","4",16,100,131,"Day 33"
"189","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean1",1.14441936225145,-0.0162884061693183,0.0198569864420984,5.892,0.982,4.91,0.00221346598358994,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"190","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean10",0.466395674651723,-0.0148940368601759,0.00356762303169038,4.91,0.982,3.437,-0.00290461344173004,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"191","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean11",0.114163742578234,-0.0164450096088572,0.00541633601361498,2.946,0.982,1.964,-0.00646805174441389,12,0.0196399345335516,0.04,"LV16","CS1","5",11,100,131,"Day 33"
"192","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean12",0.224496742195857,-0.0194593017601868,0.0358844695127881,3.437,0.982,2.455,0.00541184479237583,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"193","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean13",0.104431415731675,-0.0136107060305745,0.0107734888842594,3.437,0.982,1.964,-0.00340267650764359,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"194","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean14",0.643395963978255,-0.0684715025140053,0.0291352354346019,8.838,0.982,8.347,-0.0184399849662777,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"195","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean2",0.369198719185217,-0.0201284672659234,-0.0140523127965741,4.91,0.982,3.437,-0.0119690598356545,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"196","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean6",0.687252578614644,-0.0172541403825652,0.016337450515723,4.419,0.982,3.437,-0.00323897086284285,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"197","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean7",0.337739881799028,-0.022347133588396,0.0360383658753641,3.928,0.982,3.437,0.00463220025709088,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"198","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean8",0.585547486104575,-0.0285476260127444,0.0241977538379353,5.892,0.982,4.91,-0.00297622833013243,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"199","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS1_5_070920.csv","Mean9",0.337394342489559,-0.0124104925073015,0.00333918676699395,3.437,0.982,2.455,-0.00683304976025183,13,0.0212765957446809,0.0433333333333333,"LV16","CS1","5",11,100,131,"Day 33"
"200","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean1",0.248440573980662,-0.0295941296584648,0.0039673289759536,3.437,0.982,2.455,-0.0110744888159551,24,0.0392798690671031,0.08,"LV16","CS2","1",8,100,131,"Day 33"
"201","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean2",0.0762242935345465,0.0121615623612959,0.0160576022093998,2.455,0.491,1.964,0.0141095822853479,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","1",8,100,131,"Day 33"
"202","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean3",0.0855307531716717,-0.00095283978373755,0.00721588780043895,2.7005,0.7365,1.964,0.0031315240083507,2,0.00327332242225859,0.00666666666666667,"LV16","CS2","1",8,100,131,"Day 33"
"203","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean4",0.402921463767777,-0.0177521932385199,-0.00474066462716887,4.6645,0.982,3.437,-0.0111393942224609,26,0.0425531914893617,0.0866666666666667,"LV16","CS2","1",8,100,131,"Day 33"
"204","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean5",0.47906496951388,-0.0190561276180301,-0.00661760642511097,3.437,0.982,2.2095,-0.0131016633816567,26,0.0425531914893617,0.0866666666666667,"LV16","CS2","1",8,100,131,"Day 33"
"205","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean6",0.300278993215848,-0.0220234033158043,-0.00129460880735423,3.437,0.982,2.455,-0.0121934085343825,26,0.0425531914893617,0.0866666666666667,"LV16","CS2","1",8,100,131,"Day 33"
"206","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean8",0.252555875367653,-0.023879740165778,0.00332657009389895,3.928,0.982,2.946,-0.00975754573050851,26,0.0425531914893617,0.0866666666666667,"LV16","CS2","1",8,100,131,"Day 33"
"207","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_1_070920.csv","Mean9",0.0800956633287258,0.0331589781326756,0.0442815803343243,1.964,0.982,0.982,0.0387202792335,2,0.00327332242225859,0.00666666666666667,"LV16","CS2","1",8,100,131,"Day 33"
"208","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_2_070920.csv","Mean13",0.177614728065129,-0.0143198278783485,0.00168653999227658,2.946,0.982,1.964,-0.00857455846540624,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","2",5,100,131,"Day 33"
"209","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_2_070920.csv","Mean2",0.109422136572803,-0.0076093906183868,0.00563725269480497,2.7005,0.982,1.964,-0.000927535187803315,4,0.00654664484451719,0.0133333333333333,"LV16","CS2","2",5,100,131,"Day 33"
"210","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_2_070920.csv","Mean4",0.25428791937168,-0.0111499523312299,-0.000413129341263097,2.946,0.7365,1.964,-0.00812639033912928,22,0.0360065466448445,0.0733333333333333,"LV16","CS2","2",5,100,131,"Day 33"
"211","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_2_070920.csv","Mean8",0.165283095992354,-0.011679700884243,0.0102971320713886,2.946,0.982,2.455,-0.0012262784253142,23,0.0376432078559738,0.0766666666666667,"LV16","CS2","2",5,100,131,"Day 33"
"212","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_2_070920.csv","Mean9",0.0896741348351289,-0.0152424094025466,0.00476452824028722,2.7005,0.982,1.473,-0.0048563499836762,14,0.0229132569558101,0.0466666666666667,"LV16","CS2","2",5,100,131,"Day 33"
"213","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean1",0.198637992194237,-0.0203145420115397,0.00737013362256743,3.6825,0.982,2.455,-0.00502973835581115,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"214","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean10",0.0831711063067999,3.42388699216001e-05,0.0226563493538636,2.2095,0.982,0.982,0.0085254786104888,6,0.00981996726677578,0.02,"LV16","CS2","3",11,100,131,"Day 33"
"215","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean11",0.0939302289674214,-0.0173928049190303,0.0178560075565607,2.455,0.982,1.473,0.00367383268394145,11,0.0180032733224223,0.0366666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"216","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean12",0.0833038180916625,-0.0190044424655178,0.019662210708467,1.964,0.982,0.982,-0.0017911535231079,7,0.0114566284779051,0.0233333333333333,"LV16","CS2","3",11,100,131,"Day 33"
"217","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean14",0.088188145136065,-0.0116808726931499,0.017193853612762,2.455,0.982,1.473,-0.00848451673443856,5,0.00818330605564648,0.0166666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"218","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean2",0.0816865476795521,0.00020429110984888,0.0146441846791633,2.2095,0.491,1.473,0.0103341405323528,8,0.0130932896890344,0.0266666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"219","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean3",0.0983213675916975,-0.00134743165127235,-0.000236571969307319,2.455,0.982,1.473,-0.000792001810289833,7,0.0114566284779051,0.0233333333333333,"LV16","CS2","3",11,100,131,"Day 33"
"220","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean4",0.864332180500659,-0.0175930500658762,-0.00317852437417657,5.6465,0.982,4.419,-0.0106678194993413,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"221","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean5",0.229863576137274,-0.0153558634452751,0.000347602767735896,3.6825,0.982,2.946,-0.00494004874617639,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"222","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean7",0.424554765759603,-0.0179089358533693,-0.000666660894710912,3.928,0.982,2.946,-0.0103657111193843,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"223","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_3_070920.csv","Mean8",0.158005470229329,-0.0201767304860088,0.00271933515674309,2.946,0.982,1.964,-0.00957816116137179,20,0.0327332242225859,0.0666666666666667,"LV16","CS2","3",11,100,131,"Day 33"
"224","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean1",0.495178251952699,-0.0205212599505046,0.0217617613873667,5.401,0.982,3.928,0.000969336549909857,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"225","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean10",0.121609253965109,-0.0145112136394086,0.0014907488654269,2.946,0.982,1.964,-0.00287771141743799,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"226","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean3",0.409765575805552,-0.0168126945289027,0.00568519151539144,3.928,0.982,2.946,-0.00787111167083454,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"227","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean4",0.233528542252011,-0.0112160500095912,0.0138000293377566,3.928,0.491,2.946,-0.00248242555544278,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"228","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean5",0.438208026980929,-0.026872633463932,0.0168978894075877,5.401,0.982,4.91,-0.00475724512962522,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"229","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean6",0.568310660790965,-0.0270323576814273,0.0223156423636547,5.892,0.982,4.91,-0.00107070001239765,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"230","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean7",0.246026082457674,-0.0214172301214921,0.0103027491838082,3.928,0.982,2.946,-0.00499973239612507,17,0.027823240589198,0.0566666666666667,"LV16","CS2","4",9,100,131,"Day 33"
"231","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean8",0.0935869266684978,-0.00684662769254908,-0.00398242241142535,2.455,0.982,1.964,-0.0074596853297759,7,0.0114566284779051,0.0233333333333333,"LV16","CS2","4",9,100,131,"Day 33"
"232","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_4_070920.csv","Mean9",0.075231100536962,-0.00473955933382865,-0.0105229501876076,3.437,0.982,2.455,-0.0076312547607181,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","4",9,100,131,"Day 33"
"233","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_5_070920.csv","Mean2",0.0987985341188477,-0.0158649162684974,0.0061696896599713,2.455,0.982,1.964,-0.00593774643967151,9,0.0147299509001637,0.03,"LV16","CS2","5",5,100,131,"Day 33"
"234","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_5_070920.csv","Mean4",0.172996657331286,-0.0130906134248803,0.00567350257475834,3.437,0.982,2.455,-0.00506820851025386,17,0.027823240589198,0.0566666666666667,"LV16","CS2","5",5,100,131,"Day 33"
"235","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_5_070920.csv","Mean5",0.0969831808132539,-0.00450563904514032,0.00952434257782256,2.2095,0.491,1.473,0.00125700799447756,10,0.016366612111293,0.0333333333333333,"LV16","CS2","5",5,100,131,"Day 33"
"236","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_5_070920.csv","Mean7",0.0894347843791995,0.0156981716007656,0.0272936433603454,1.964,0.982,0.982,0.0214959074805555,1,0.0016366612111293,0.00333333333333333,"LV16","CS2","5",5,100,131,"Day 33"
"237","Day 33","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY33_CS2_5_070920.csv","Mean8",0.0915643408280095,-0.0239255786941011,-0.00913672944495147,1.473,0.491,0.982,-0.0165311540695263,3,0.00490998363338789,0.01,"LV16","CS2","5",5,100,131,"Day 33"
"238","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_1_011121.csv","Mean7",0.387844103628287,-0.0167147628157323,0.0111864077040303,2.946,0.982,1.964,-0.000705230050906287,11,0.0180032733224223,0.0366666666666667,"LV18","CS1","1",1,31,131,"Day 33"
"239","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_2_011121.csv","Mean11",0.122429296227458,-0.00695232832671917,0.0069121414577787,3.437,0.982,1.964,-0.00149193750941878,11,0.0180032733224223,0.0366666666666667,"LV18","CS1","2",4,31,131,"Day 33"
"240","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_2_011121.csv","Mean18",0.132868852459016,-0.0206762295081967,0.0118545081967214,2.946,0.982,1.964,0.00505122950819682,11,0.0180032733224223,0.0366666666666667,"LV18","CS1","2",4,31,131,"Day 33"
"241","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_2_011121.csv","Mean6",0.121742214082433,-0.0154102363830608,-0.000475818542558802,2.946,0.982,1.964,-0.0097901909558566,10,0.016366612111293,0.0333333333333333,"LV18","CS1","2",4,31,131,"Day 33"
"242","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_2_011121.csv","Mean9",0.352387733063198,-0.0163036726268408,0.0377631666969295,4.1735,0.982,3.1915,0.010951939525416,12,0.0196399345335516,0.04,"LV18","CS1","2",4,31,131,"Day 33"
"243","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_3_011121.csv","Mean4",0.513727871627838,-0.0168316710218002,0.0208555690503354,4.419,0.982,3.437,0.00267135303571204,11,0.0180032733224223,0.0366666666666667,"LV18","CS1","3",1,31,131,"Day 33"
"244","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_4_011121.csv","Mean2",0.0802292599451464,-0.00959938113879841,-0.00017581284136994,1.473,0.491,0.982,-0.00488759699008417,1,0.0016366612111293,0.00333333333333333,"LV18","CS1","4",4,31,131,"Day 33"
"245","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_4_011121.csv","Mean5",0.180962176073337,-0.0193487183822217,0.00444738745338932,2.946,0.982,1.7185,-0.00399419538448531,10,0.016366612111293,0.0333333333333333,"LV18","CS1","4",4,31,131,"Day 33"
"246","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_4_011121.csv","Mean6",0.415809275501028,-0.019492413428932,0.019793566059686,3.928,1.2275,2.946,0.00212456992929107,10,0.016366612111293,0.0333333333333333,"LV18","CS1","4",4,31,131,"Day 33"
"247","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS1_4_011121.csv","Mean7",0.483464978077628,-0.0162573661657812,0.0153871018540774,3.928,1.2275,2.455,-0.0022046695896497,10,0.016366612111293,0.0333333333333333,"LV18","CS1","4",4,31,131,"Day 33"
"248","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_1_011121.csv","Mean1",0.0797707023965745,0.023787324170638,0.0319658355779636,1.473,0.7365,0.7365,0.0278765798743008,2,0.00327332242225859,0.00666666666666667,"LV18","CS2","1",2,31,131,"Day 33"
"249","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_1_011121.csv","Mean3",0.13972405361743,-9.16910448412896e-05,0.00591625551237831,2.455,0.491,1.473,-0.00152600096057285,6,0.00981996726677578,0.02,"LV18","CS2","1",2,31,131,"Day 33"
"250","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_2_011121.csv","Mean2",0.149187405776168,-0.0131420046884989,0.00179173277134494,2.946,0.982,1.964,-0.0105570157782987,9,0.0147299509001637,0.03,"LV18","CS2","2",4,31,131,"Day 33"
"251","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_2_011121.csv","Mean3",0.102767252896472,-0.0212225410105345,0.00661424910751437,2.455,0.982,1.473,-0.0104716485249348,4,0.00654664484451719,0.0133333333333333,"LV18","CS2","2",4,31,131,"Day 33"
"252","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_2_011121.csv","Mean4",0.229020488352512,-0.0188043783328655,0.0212471803827404,3.437,0.982,2.455,0.000649681396243356,9,0.0147299509001637,0.03,"LV18","CS2","2",4,31,131,"Day 33"
"253","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_2_011121.csv","Mean5",0.0911925783001033,-0.0174823130444951,0.000643162018359377,2.455,0.491,1.473,-0.00930148706854544,9,0.0147299509001637,0.03,"LV18","CS2","2",4,31,131,"Day 33"
"254","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_3_011121.csv","Mean1",0.214267080465974,-0.0117438042549365,0.00179013178608367,2.2095,0.7365,1.473,-0.00415148652903349,10,0.016366612111293,0.0333333333333333,"LV18","CS2","3",4,31,131,"Day 33"
"255","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_3_011121.csv","Mean2",0.116626956454362,-0.0115740740740741,0.0082422904075623,1.964,0.982,1.473,-0.00206783666511707,10,0.016366612111293,0.0333333333333333,"LV18","CS2","3",4,31,131,"Day 33"
"256","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_3_011121.csv","Mean3",0.0754047984871764,-0.0325966197848954,-0.0131308355986291,2.455,1.473,0.982,-0.0228637276917622,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","3",4,31,131,"Day 33"
"257","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_3_011121.csv","Mean5",0.211331580205594,-0.00735339690634934,-0.00449349660442185,2.946,0.491,1.7185,-0.00419688155762744,10,0.016366612111293,0.0333333333333333,"LV18","CS2","3",4,31,131,"Day 33"
"258","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_4_011121.csv","Mean2",0.151718675041558,-0.0112681713208304,-0.0075753349770732,2.455,0.982,1.964,-0.00799928597726275,9,0.0147299509001637,0.03,"LV18","CS2","4",2,31,131,"Day 33"
"259","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_4_011121.csv","Mean3",0.0783497423275133,-0.0134412737481732,0.0057110991462196,1.473,0.982,0.491,-0.00386508730097679,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","4",2,31,131,"Day 33"
"260","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_5_011121.csv","Mean10",0.0803840973480099,-0.0196228693511681,0.0207027077237472,2.455,1.473,0.491,-0.003256931865682,5,0.00818330605564648,0.0166666666666667,"LV18","CS2","5",4,31,131,"Day 33"
"261","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_5_011121.csv","Mean2",0.30032035349351,-0.0166694283347142,0.00201049433858045,2.946,0.982,1.964,-0.00952499309582993,10,0.016366612111293,0.0333333333333333,"LV18","CS2","5",4,31,131,"Day 33"
"262","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_5_011121.csv","Mean5",0.284345630799878,-0.0138999832352101,0.0110351764740687,3.1915,0.982,2.455,-0.00399889549618854,10,0.016366612111293,0.0333333333333333,"LV18","CS2","5",4,31,131,"Day 33"
"263","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_5_011121.csv","Mean6",0.138026037523525,-0.0182379076851438,0.00687801944083352,2.455,0.982,1.473,-0.00957247628101895,10,0.016366612111293,0.0333333333333333,"LV18","CS2","5",4,31,131,"Day 33"
"264","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_6_011121.csv","Mean1",0.0795093237088597,0.00534931683423553,-0.000171865601099997,2.455,0.982,1.473,0.00258872561656776,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","6",5,31,131,"Day 33"
"265","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_6_011121.csv","Mean2",0.099045819335573,-0.00873693542366549,-0.00139977603583415,2.455,1.473,1.473,-0.00506835572974982,3,0.00490998363338789,0.01,"LV18","CS2","6",5,31,131,"Day 33"
"266","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_6_011121.csv","Mean5",0.0789045553145336,-0.00389040837498819,0.0321724983495237,1.473,0.982,0.491,0.0141410449872678,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","6",5,31,131,"Day 33"
"267","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_6_011121.csv","Mean7",0.0808925780197273,0.0258718266587614,0.0151457985231499,2.946,0.491,2.455,0.0205088125909557,1,0.0016366612111293,0.00333333333333333,"LV18","CS2","6",5,31,131,"Day 33"
"268","Day 33","Cell Line 2","Tiff_LV18_CA imaging_LV18_DAY33_CS2_6_011121.csv","Mean8",0.217666582640114,-0.0125577682547686,0.00630619275691115,3.1915,0.982,2.455,0.000836064196285991,12,0.0196399345335516,0.04,"LV18","CS2","6",5,31,131,"Day 33"
"269","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean1",0.109155,-0.01928,0.00380000000000003,2.946,0.982,1.7185,-0.00799500000000002,22,0.0360065466448445,0.0733333333333333,"LV16","CS1","1",11,111,170,"Day 40"
"270","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean10",0.7085032713888,-0.0350845726139137,0.00661296234198685,4.91,0.982,3.928,-0.0168911278688014,26,0.0425531914893617,0.0866666666666667,"LV16","CS1","1",11,111,170,"Day 40"
"271","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean11",0.0844425679429346,0.0524766116308527,0.0332437056954291,2.2095,1.2275,0.982,0.0428601586631409,2,0.00327332242225859,0.00666666666666667,"LV16","CS1","1",11,111,170,"Day 40"
"272","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean12",0.249967504735024,-0.0223706688453968,-0.0040433393991161,3.437,0.982,2.455,-0.0136781854644038,26,0.0425531914893617,0.0866666666666667,"LV16","CS1","1",11,111,170,"Day 40"
"273","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean2",0.164317575313828,-0.0252410909546335,0.00399811173518042,2.946,0.982,1.964,-0.0154625767107583,27,0.044189852700491,0.09,"LV16","CS1","1",11,111,170,"Day 40"
"274","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean4",0.521637377621841,-0.0315616908486418,0.0111653311679357,4.419,0.982,3.437,-0.0123125067030291,26,0.0425531914893617,0.0866666666666667,"LV16","CS1","1",11,111,170,"Day 40"
"275","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean5",0.10627443369285,-0.0201569301577619,-0.00505540614227223,2.946,0.982,1.964,-0.0114093215404663,19,0.0310965630114566,0.0633333333333333,"LV16","CS1","1",11,111,170,"Day 40"
"276","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean6",0.402644191314053,-0.0225109148803467,-0.000697567540951383,3.928,0.982,2.946,-0.0125931457834095,27,0.044189852700491,0.09,"LV16","CS1","1",11,111,170,"Day 40"
"277","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean7",0.0790745699632369,-0.00934961194571777,0.0264943493850133,1.473,0.982,0.491,0.00857236871964778,1,0.0016366612111293,0.00333333333333333,"LV16","CS1","1",11,111,170,"Day 40"
"278","Day 40","Cell Line 1","TIFF_LV16_CA imaging_LV16_DAY40_CS1_1_140920.csv","Mean8",0.111646336725973,-0.0290264936679357,0.0235179861704606,2.455,0.982,1.473,-0.0027192914303473,19,0.0310965630114566,0.0633333333333333,"LV16","CS1","1",11,111,170,"Day 40"
